itinerary_id,trip_id,name,version,is_active,generated_by,total_cost,currency,total_duration_minutes,total_carbon_kg,optimizer_weights,status,created_at,updated_at,day_number,activity_title,description,time_slot
itn_f223dc5d,trp_194fb6db,Kuala Lumpur plan v1,1,0,user,20343.67,INR,1140,11.3,,active,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kuala Lumpur Public Park Relaxation & City Museum,In Kuala Lumpur: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_f7530f01,trp_194fb6db,Kuala Lumpur plan v2,2,1,optimizer,20311.47,INR,1065,13.7,,active,2026-06-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kuala Lumpur Bustling Night Bazaar & Budget Food Street,In Kuala Lumpur: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_7fa58fb1,trp_5ac61fd8,Hyderabad plan v1,1,1,user,17900.00,INR,1380,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Hyderabad Botanical Gardens & Heritage Tea Stroll,In Hyderabad: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_0090585f,trp_372d222b,Bangkok plan v1,1,1,ai_planner,6073.55,INR,390,5.3,,active,2026-05-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bangkok Fine Dining Luncheon & Vintage High Tea,In Bangkok: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_d6db089f,trp_536f04bd,Amritsar plan v1,1,1,user,27850.00,INR,1125,13.7,,active,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Amritsar Bustling Night Bazaar & Budget Food Street,In Amritsar: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_de6ea0d5,trp_bacdeb91,Srinagar plan v1,1,1,ai_planner,19800.00,INR,1185,13.7,,active,2026-06-18T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Srinagar Self-Guided Architectural Walking Trail,"In Srinagar: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_97ede86b,trp_27e50a35,Agra plan v1,1,1,ai_planner,27650.00,INR,1680,13.7,,active,2026-05-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Agra Ayurvedic Herbal Therapy & Botanical Walk,In Agra: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_36327e60,trp_479e8ab9,Bali plan v1,1,1,ai_planner,614250.00,INR,1245,13.2,,active,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bali Traditional Folk Performance & Heritage Feast,In Bali: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_8510d4c4,trp_73b4e062,Ahmedabad plan v1,1,1,ai_planner,21250.00,INR,930,11.3,,active,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Ahmedabad Sunrise Ridge Hike & Panoramic Viewpoint,In Ahmedabad: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_74687382,trp_cab2311d,Kuala Lumpur plan v1,1,1,ai_planner,7545.65,INR,1035,8.9,,active,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kuala Lumpur River Expedition & Nature Wilderness Trek,"In Kuala Lumpur: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_50ec69af,trp_d275f261,Hampi plan v1,1,1,ai_planner,9550.00,JPY,345,4.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Hampi Bustling Night Bazaar & Budget Food Street,In Hampi: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_0b81e243,trp_1904a63d,Madurai plan v1,1,1,optimizer,18100.00,INR,1515,12.5,,active,2026-05-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Madurai Botanical Gardens & Heritage Tea Stroll,In Madurai: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_6dc9eb1f,trp_f6f16cbd,Leh plan v1,1,1,ai_planner,18950.00,INR,1215,11.3,,active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Leh Ayurvedic Herbal Therapy & Botanical Walk,In Leh: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_492b65ee,trp_9fcf6ecc,Shillong plan v1,1,1,user,18200.00,INR,870,10.1,,active,2026-05-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Shillong Tranquil Waterfront Sunset & Sound Bath,In Shillong: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_c8f7c91d,trp_550c7b3b,Pondicherry plan v1,1,1,optimizer,19450.00,INR,1245,12.5,,active,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Private Chauffeur Landmark & Palace Tour,In Pondicherry: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
itn_6a7ea71a,trp_04666cc6,Thimphu plan v1,1,0,optimizer,23800.00,INR,1065,12.5,,active,2026-05-31T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thimphu Ayurvedic Herbal Therapy & Botanical Walk,In Thimphu: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_89ca63c4,trp_04666cc6,Thimphu plan v2,2,0,user,26550.00,INR,945,13.7,,active,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thimphu Tranquil Waterfront Sunset & Sound Bath,In Thimphu: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_3b6e95fc,trp_04666cc6,Thimphu plan v3,3,1,user,26350.00,INR,1050,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-18T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Thimphu Dawn Meditation & Pranayama in Garden Pavilions,In Thimphu: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_59b84d07,trp_4360e4bd,Alleppey plan v1,1,0,ai_planner,7750.00,INR,585,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Alleppey Old Town Heritage Bazaar & Artisan Lane,"In Alleppey: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_0a0b92ff,trp_4360e4bd,Alleppey plan v2,2,1,agent,6250.00,INR,480,5.3,,active,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Alleppey Traditional Folk Performance & Heritage Feast,In Alleppey: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_a5487320,trp_510db93a,Pokhara plan v1,1,1,ai_planner,10920.00,INR,510,6.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pokhara Botanical Gardens & Heritage Tea Stroll,In Pokhara: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_ebe1af54,trp_0e7cf08e,Kandy plan v1,1,1,optimizer,6035.00,INR,720,10.8,,active,2026-07-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Kandy Ayurvedic Herbal Therapy & Botanical Walk,In Kandy: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_6e687d59,trp_9d4a5a9e,Thimphu plan v1,1,0,ai_planner,10200.00,INR,510,7.7,,active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Thimphu Campfire Astronomy & Stargazing Session,In Thimphu: Gather under clear celestial skies for stargazing and stories of regional explorer folklore.,evening
itn_0a2bf127,trp_9d4a5a9e,Thimphu plan v2,2,0,user,13400.00,INR,855,10.1,,active,2026-05-19T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thimphu Sunrise Ridge Hike & Panoramic Viewpoint,In Thimphu: Venture along scenic hillside trails offering uninhibited dawn views of the surrounding valleys.,morning
itn_512f146c,trp_9d4a5a9e,Thimphu plan v3,3,1,agent,13650.00,INR,690,10.1,,active,2026-05-31T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Thimphu River Expedition & Nature Wilderness Trek,"In Thimphu: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_e7e080e5,trp_1b3de2ea,Jodhpur plan v1,1,0,user,7950.00,INR,930,10.1,,active,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Jodhpur Lakeside Promenade Sunset & Classical Sitar,"In Jodhpur: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_9360706d,trp_1b3de2ea,Jodhpur plan v2,2,1,agent,6700.00,INR,795,7.2,,active,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Jodhpur Botanical Gardens & Heritage Tea Stroll,In Jodhpur: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_3a19a4a2,trp_13a7ffcc,Mumbai plan v1,1,0,user,13950.00,INR,960,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Crawford Market & Mangaldas Cloth Bazaar,"Whirlwind sensory journey through historic spice, fruit, and textile trading halls.",afternoon
itn_8e6a7fe0,trp_13a7ffcc,Mumbai plan v2,2,0,agent,18650.00,INR,1635,12.5,,active,2026-05-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Juhu Beach Sunset & Pav Bhaji Feast,"Iconic Mumbai beach teeming with families, bhelpuri stalls, and seaside ambiance.",evening
itn_eccd4e62,trp_13a7ffcc,Mumbai plan v3,3,1,agent,18800.00,INR,1485,12.5,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gateway of India & Colaba Heritage Trail,Iconic seaside arch overlooking Mumbai harbor followed by Victorian Gothic architecture.,morning
itn_bbae8026,trp_26590ab5,Gokarna plan v1,1,0,ai_planner,22450.00,INR,1470,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gokarna Old Town Heritage Bazaar & Artisan Lane,"In Gokarna: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_6c3d542f,trp_26590ab5,Gokarna plan v2,2,0,ai_planner,21650.00,INR,810,7.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-30T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gokarna Traditional Folk Performance & Heritage Feast,In Gokarna: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_0ca874e7,trp_26590ab5,Gokarna plan v3,3,1,ai_planner,23800.00,INR,1020,11.3,,active,2026-04-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Gokarna Historic Citadel & Royal Palace Morning Tour,"In Gokarna: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_ecea9ae1,trp_42c7ee54,Hyderabad plan v1,1,1,ai_planner,21450.00,INR,1245,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Hyderabad River Expedition & Nature Wilderness Trek,"In Hyderabad: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_b8757e52,trp_ab7c6472,Mumbai plan v1,1,0,agent,26550.00,NPR,1560,12.5,,active,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bandra Bandstand & Carter Road Sunset Walk,"Celebrity bungalows, sea-facing promenade, and cosmopolitan rooftop dining.",evening
itn_903c84d2,trp_ab7c6472,Mumbai plan v2,2,0,optimizer,23950.00,NPR,1320,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Sanjay Gandhi National Park & Kanheri Caves,Lush urban national park featuring ancient Buddhist rock-cut monasteries.,morning
itn_bb8ca529,trp_ab7c6472,Mumbai plan v3,3,1,optimizer,23900.00,NPR,1365,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Crawford Market & Mangaldas Cloth Bazaar,"Whirlwind sensory journey through historic spice, fruit, and textile trading halls.",afternoon
itn_35492b22,trp_c60c3b5a,Munnar plan v1,1,1,agent,16700.00,INR,1260,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-18T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Munnar Traditional Folk Performance & Heritage Feast,In Munnar: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_99102388,trp_35d620ca,Gokarna plan v1,1,1,optimizer,2622.00,SGD,1350,12.5,,active,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Gokarna Botanical Gardens & Heritage Tea Stroll,In Gokarna: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_c8be5c25,trp_0c86284d,Doha plan v1,1,0,agent,20290.62,INR,900,10.1,,active,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Doha Old Town Heritage Bazaar & Artisan Lane,"In Doha: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_34806800,trp_0c86284d,Doha plan v2,2,1,optimizer,20216.32,INR,1335,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Doha Traditional Folk Performance & Heritage Feast,In Doha: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_de3a268c,trp_79423633,Lucknow plan v1,1,1,agent,8900.00,INR,765,8.9,,active,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Lucknow Historic Citadel & Royal Palace Morning Tour,"In Lucknow: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_4d5a2d7b,trp_c523a05c,Pondicherry plan v1,1,0,ai_planner,16400.00,INR,1005,10.1,,active,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Public Park Relaxation & City Museum,In Pondicherry: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_5036ce86,trp_c523a05c,Pondicherry plan v2,2,0,user,9350.00,INR,1110,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pondicherry Bustling Night Bazaar & Budget Food Street,In Pondicherry: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_ffc2c7f3,trp_c523a05c,Pondicherry plan v3,3,1,ai_planner,13250.00,INR,1470,10.1,,active,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pondicherry Self-Guided Architectural Walking Trail,"In Pondicherry: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_1cb75808,trp_ddc1ac3a,Udaipur plan v1,1,1,agent,19300.00,INR,1095,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Shilpgram Rural Arts & Crafts Complex,"Living ethnographic museum of traditional tribal huts, pottery workshops, and folk music.",afternoon
itn_22da8e01,trp_7c20b912,Munnar plan v1,1,1,ai_planner,17350.00,INR,1125,11.3,,active,2026-07-28T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Munnar Tranquil Waterfront Sunset & Sound Bath,In Munnar: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_db7baf23,trp_d13da5c8,Dubai plan v1,1,0,ai_planner,17958.65,INR,1020,12.5,,active,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Dubai Historic Citadel & Royal Palace Morning Tour,"In Dubai: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_7cd8db2d,trp_d13da5c8,Dubai plan v2,2,1,optimizer,17925.57,INR,930,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-04-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Dubai Old Town Heritage Bazaar & Artisan Lane,"In Dubai: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_3f9516a2,trp_1800f567,Aurangabad plan v1,1,1,agent,6411.50,AED,1620,10.1,,active,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Aurangabad Bustling Night Bazaar & Budget Food Street,In Aurangabad: Enjoy mouthwatering local street snacks and soak in vibrant local street energy.,evening
itn_2457fe9c,trp_ccff079f,Ahmedabad plan v1,1,1,agent,4501.25,AED,1260,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Ahmedabad Dawn Meditation & Pranayama in Garden Pavilions,In Ahmedabad: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_bc8a966c,trp_f74bdeb1,Kuala Lumpur plan v1,1,1,agent,5222.86,INR,615,6.5,,active,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kuala Lumpur Public Park Relaxation & City Museum,In Kuala Lumpur: Admire civic historical collections and picnic amidst manicured public historical gardens.,afternoon
itn_d0af3496,trp_03e922d6,Pune plan v1,1,1,user,13850.00,INR,1350,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Pune Traditional Folk Performance & Heritage Feast,In Pune: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_a7fae9db,trp_11b70470,Tirupati plan v1,1,1,user,15250.00,INR,810,8.9,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Tirupati Dawn Meditation & Pranayama in Garden Pavilions,In Tirupati: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_33ab7d16,trp_503f7948,Pokhara plan v1,1,0,ai_planner,16100.00,INR,1095,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pokhara Artisan Pottery Workshop & Museum Visit,In Pokhara: Observe heritage clay craftsmanship and unhurriedly tour curated regional art collections.,afternoon
itn_c612570b,trp_503f7948,Pokhara plan v2,2,0,ai_planner,18740.00,INR,795,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-01T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pokhara Lakeside Promenade Sunset & Classical Sitar,"In Pokhara: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_ed74a5c7,trp_503f7948,Pokhara plan v3,3,1,ai_planner,31620.00,INR,1995,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Pokhara Botanical Gardens & Heritage Tea Stroll,In Pokhara: Gentle morning stroll under ancient canopy trees enjoying freshly brewed estate single-origin teas.,morning
itn_793482e2,trp_ec11de60,Doha plan v1,1,1,ai_planner,17611.44,INR,1785,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Doha River Expedition & Nature Wilderness Trek,"In Doha: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_ca426bf0,trp_0050ebc1,Wayanad plan v1,1,1,optimizer,13100.00,INR,1350,13.7,,active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Wayanad Tranquil Waterfront Sunset & Sound Bath,In Wayanad: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_2fb80ad4,trp_cdcc78b4,New Delhi plan v1,1,1,ai_planner,22900.00,INR,1080,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-14T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Humayun's Tomb Garden Complex,Sublime precursor to the Taj Mahal showcasing Persian charbagh symmetry.,morning
itn_f77e24ab,trp_22a4deac,Agra plan v1,1,0,ai_planner,38500.00,NPR,1440,12.5,,active,2026-06-26T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Agra Old Town Heritage Bazaar & Artisan Lane,"In Agra: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_3b73fa2b,trp_22a4deac,Agra plan v2,2,0,ai_planner,35100.00,NPR,1560,13.7,,active,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Agra Traditional Folk Performance & Heritage Feast,In Agra: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_b90d870a,trp_22a4deac,Agra plan v3,3,1,ai_planner,33900.00,NPR,1110,11.3,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-29T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Agra Historic Citadel & Royal Palace Morning Tour,"In Agra: Explore ancient battlements, royal courtyards, and museum galleries preserving centuries of heritage.",morning
itn_68e28811,trp_d9f8d682,Guwahati plan v1,1,0,ai_planner,12250.00,INR,795,10.1,,active,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Guwahati Fine Dining Luncheon & Vintage High Tea,In Guwahati: Sample gourmet fusion gastronomy followed by an opulent afternoon tea service.,afternoon
itn_e3cc7781,trp_d9f8d682,Guwahati plan v2,2,1,agent,8100.00,INR,630,7.7,,active,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Guwahati Exclusive Sunset Cruise & Chef's Degustation,In Guwahati: Private boat charter with champagne sunset toasts and an artisanal seven-course meal.,evening
itn_5a46829f,trp_074ec52a,Udaipur plan v1,1,0,ai_planner,24650.00,INR,1230,13.7,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-08T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Lake Pichola Morning Boat Cruise,Tranquil waters reflecting Jag Mandir and the Aravalli hills in soft golden morning sunlight.,morning
itn_b346a997,trp_074ec52a,Udaipur plan v2,2,1,optimizer,30450.00,INR,1245,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-23T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,City Palace Museum & Crystal Gallery,"Marvel at intricate Mewar mirror mosaics, Mor Chowk, and centuries of royal heritage.",afternoon
itn_10071b71,trp_b038cfbe,Srinagar plan v1,1,1,agent,5700.00,INR,450,4.1,,active,2026-05-21T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Srinagar Traditional Folk Performance & Heritage Feast,In Srinagar: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_beac4d16,trp_fa67785b,Kolkata plan v1,1,1,agent,24000.00,INR,990,11.3,,active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kolkata Self-Guided Architectural Walking Trail,"In Kolkata: Explore iconic historic facades, public clocktowers, and photogenic heritage gates on foot.",morning
itn_e2d4d0f0,trp_22d088b8,Varanasi plan v1,1,0,ai_planner,17850.00,INR,960,12.5,,active,2026-05-16T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Banarasi Silk Weaving Quarter Exploration,Visit master weavers creating intricate gold and silver zari brocade handloom sarees.,afternoon
itn_4d87c0ca,trp_22d088b8,Varanasi plan v2,2,0,agent,22050.00,INR,1080,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Kachori Gali & Blue Lassi Culinary Walk,"Relish piping-hot puris, malaiyo winter foam dessert, and authentic clay pot lassis.",evening
itn_050c7b90,trp_22d088b8,Varanasi plan v3,3,1,user,15350.00,INR,1620,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-06-17T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Assi Ghat Yoga & Classical Music Morning,Start the day with peaceful sunrise Surya Namaskar sessions overlooking Mother Ganga.,morning
itn_38f38107,trp_c4fe9d44,Pune plan v1,1,1,ai_planner,11900.00,INR,1080,11.3,,active,2026-05-09T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pune Ayurvedic Herbal Therapy & Botanical Walk,In Pune: Learn about restorative medicinal herbs followed by traditional warm oil relaxation rituals.,afternoon
itn_ded01916,trp_bcc5d027,Kochi plan v1,1,1,agent,21100.00,INR,1605,12.5,,active,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Kochi Traditional Folk Performance & Heritage Feast,In Kochi: Delight in live classical musical performances accompanied by multi-course regal recipes.,evening
itn_656b674a,trp_d729f422,Jaisalmer plan v1,1,1,ai_planner,5100.00,INR,255,4.1,,active,2026-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Jaisalmer Dawn Meditation & Pranayama in Garden Pavilions,In Jaisalmer: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_2f75d229,trp_5d6b6f99,Bhuj plan v1,1,1,ai_planner,7900.00,INR,270,4.1,,active,2026-05-12T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bhuj Old Town Heritage Bazaar & Artisan Lane,"In Bhuj: Wander vibrant alleys filled with master craftsmen, traditional weaving, and regional metalware.",afternoon
itn_9307fd40,trp_5263ffa3,Bengaluru plan v1,1,0,ai_planner,21950.00,INR,1095,12.5,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-15T10:00:00+05:30,2026-08-18T10:00:00+05:30,1,Bengaluru Tranquil Waterfront Sunset & Sound Bath,In Bengaluru: Soothing therapeutic singing bowls and herbal teas overlooking shimmering evening waters.,evening
itn_61002b3e,trp_5263ffa3,Bengaluru plan v2,2,1,agent,21000.00,INR,1410,12.5,,active,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Bengaluru Dawn Meditation & Pranayama in Garden Pavilions,In Bengaluru: Begin the day revitalized with guided breathwork and gentle yoga in a peaceful courtyard.,morning
itn_dbf66278,trp_33c5a895,Manali plan v1,1,1,ai_planner,21500.00,INR,735,10.1,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Manali River Expedition & Nature Wilderness Trek,"In Manali: Active outdoor excursion exploring gorges, hidden waterfalls, and indigenous wildlife habitats.",afternoon
itn_0b218827,trp_94e301b8,Guwahati plan v1,1,1,optimizer,6400.00,INR,1020,12.0,"{""cost"":0.5,""time"":0.3,""carbon"":0.2}",active,2026-05-13T10:00:00+05:30,2026-08-18T10:00:00+05:30,2,Guwahati Lakeside Promenade Sunset & Classical Sitar,"In Guwahati: Unwind as dusk falls with soft breeze, shimmering reflections, and ambient acoustic music.",evening
itn_b02a0f22,trp_e900e96a,Pokhara plan v1,1,1,optimizer,16560.00,INR,1245,12.5,,active,2026-06-11T10:00:00+05:30,2026-08-18T10:00:00+05:30,3,Pokhara Private Chauffeur Landmark & Palace Tour,In Pokhara: VIP skip-the-line access to private palace wings and exclusive curatorial collections.,morning
