landmark_id,city_id,name,kind,lat,lng,description
lmk_0911,cty_b6ccbb3b,Puri Cultural Craft Lane,bazaar,19.789049,85.879092,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0912,cty_b6ccbb3b,Puri Botanical Leisure Garden,park,19.792097,85.861217,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0913,cty_b6ccbb3b,Puri District Metro Link,transit_hub,19.864582,85.85403,Rapid transit access within a 5-minute walk of Grand Bagh Heritage.
lmk_0914,cty_b6ccbb3b,Puri Cultural Craft Lane,bazaar,19.862414,85.841517,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0915,cty_b6ccbb3b,Puri Botanical Leisure Garden,park,19.873518,85.85299,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0916,cty_b6ccbb3b,Puri District Metro Link,transit_hub,19.832727,85.869492,Rapid transit access within a 5-minute walk of Royal Residency Inn.
lmk_0917,cty_b6ccbb3b,Puri Cultural Craft Lane,bazaar,19.833376,85.87979,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0918,cty_b6ccbb3b,Puri Botanical Leisure Garden,park,19.843323,85.863413,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0919,cty_b6ccbb3b,Puri District Metro Link,transit_hub,19.79478,85.788486,Rapid transit access within a 5-minute walk of Amber Meadows Suites.
lmk_0920,cty_b6ccbb3b,Puri Cultural Craft Lane,bazaar,19.800101,85.783371,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0921,cty_b6ccbb3b,Puri Botanical Leisure Garden,park,19.782727,85.782976,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0922,cty_7be8559f,Bhubaneswar District Metro Link,transit_hub,20.287657,85.888778,Rapid transit access within a 5-minute walk of Heritage Orchard Inn.
lmk_0923,cty_7be8559f,Bhubaneswar Cultural Craft Lane,bazaar,20.279895,85.879066,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0924,cty_7be8559f,Bhubaneswar Botanical Leisure Garden,park,20.274969,85.884224,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0925,cty_7be8559f,Bhubaneswar District Metro Link,transit_hub,20.34991,85.872056,Rapid transit access within a 5-minute walk of The Courtyard.
lmk_0926,cty_7be8559f,Bhubaneswar Cultural Craft Lane,bazaar,20.353869,85.883181,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0927,cty_7be8559f,Bhubaneswar Botanical Leisure Garden,park,20.351701,85.863198,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0928,cty_7be8559f,Bhubaneswar District Metro Link,transit_hub,20.335635,85.882579,Rapid transit access within a 5-minute walk of Palm Retreat by the Lake.
lmk_0929,cty_7be8559f,Bhubaneswar Cultural Craft Lane,bazaar,20.331675,85.871456,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0930,cty_7be8559f,Bhubaneswar Botanical Leisure Garden,park,20.333674,85.8903,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0931,cty_7be8559f,Bhubaneswar District Metro Link,transit_hub,20.350569,85.879808,Rapid transit access within a 5-minute walk of Lake Bagh Homestay.
lmk_0932,cty_7be8559f,Bhubaneswar Cultural Craft Lane,bazaar,20.342505,85.885573,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0933,cty_7be8559f,Bhubaneswar Botanical Leisure Garden,park,20.359751,85.886386,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0934,cty_7be8559f,Bhubaneswar District Metro Link,transit_hub,20.27925,85.808442,Rapid transit access within a 5-minute walk of Hotel Nest Boutique Stay.
lmk_0935,cty_7be8559f,Bhubaneswar Cultural Craft Lane,bazaar,20.286075,85.796293,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0936,cty_7be8559f,Bhubaneswar Botanical Leisure Garden,park,20.287645,85.812715,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0937,cty_cf1c6ac5,Guwahati District Metro Link,transit_hub,26.159302,91.763541,Rapid transit access within a 5-minute walk of Indigo Palms Boutique Stay.
lmk_0938,cty_cf1c6ac5,Guwahati Cultural Craft Lane,bazaar,26.167716,91.770834,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0939,cty_cf1c6ac5,Guwahati Botanical Leisure Garden,park,26.151223,91.769846,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0940,cty_cf1c6ac5,Guwahati District Metro Link,transit_hub,26.182955,91.684987,Rapid transit access within a 5-minute walk of The Old Palms Resort.
lmk_0941,cty_cf1c6ac5,Guwahati Cultural Craft Lane,bazaar,26.178668,91.678784,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0942,cty_cf1c6ac5,Guwahati Botanical Leisure Garden,park,26.187243,91.666851,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0943,cty_cf1c6ac5,Guwahati District Metro Link,transit_hub,26.128177,91.698119,Rapid transit access within a 5-minute walk of Riverside Mahal Homestay.
lmk_0944,cty_cf1c6ac5,Guwahati Cultural Craft Lane,bazaar,26.116569,91.705309,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0945,cty_cf1c6ac5,Guwahati Botanical Leisure Garden,park,26.120477,91.711648,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0946,cty_cf1c6ac5,Guwahati District Metro Link,transit_hub,26.206161,91.795624,Rapid transit access within a 5-minute walk of Palm Sarovar.
lmk_0947,cty_cf1c6ac5,Guwahati Cultural Craft Lane,bazaar,26.195116,91.797795,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0948,cty_cf1c6ac5,Guwahati Botanical Leisure Garden,park,26.198248,91.781607,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0949,cty_cf1c6ac5,Guwahati District Metro Link,transit_hub,26.120727,91.767242,Rapid transit access within a 5-minute walk of The Old Haveli & Spa.
lmk_0950,cty_cf1c6ac5,Guwahati Cultural Craft Lane,bazaar,26.115914,91.761316,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0951,cty_cf1c6ac5,Guwahati Botanical Leisure Garden,park,26.120988,91.758027,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0952,cty_590d4b7b,Shillong District Metro Link,transit_hub,25.642957,91.911855,Rapid transit access within a 5-minute walk of Heritage Vihar & Spa.
lmk_0953,cty_590d4b7b,Shillong Cultural Craft Lane,bazaar,25.63252,91.917204,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0954,cty_590d4b7b,Shillong Botanical Leisure Garden,park,25.649417,91.925104,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0955,cty_590d4b7b,Shillong District Metro Link,transit_hub,25.629092,91.850986,Rapid transit access within a 5-minute walk of Villa Nest Resort.
lmk_0956,cty_590d4b7b,Shillong Cultural Craft Lane,bazaar,25.619174,91.845798,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0957,cty_590d4b7b,Shillong Botanical Leisure Garden,park,25.629303,91.832758,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0958,cty_590d4b7b,Shillong District Metro Link,transit_hub,25.559789,91.861484,Rapid transit access within a 5-minute walk of Grand Orchard & Spa.
lmk_0959,cty_590d4b7b,Shillong Cultural Craft Lane,bazaar,25.560538,91.857527,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0960,cty_590d4b7b,Shillong Botanical Leisure Garden,park,25.551921,91.873891,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0961,cty_590d4b7b,Shillong District Metro Link,transit_hub,25.550373,91.841569,Rapid transit access within a 5-minute walk of Grand Sarovar Resort.
lmk_0962,cty_590d4b7b,Shillong Cultural Craft Lane,bazaar,25.556624,91.851555,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0963,cty_590d4b7b,Shillong Botanical Leisure Garden,park,25.553433,91.837665,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0964,cty_590d4b7b,Shillong District Metro Link,transit_hub,25.56043,91.945324,Rapid transit access within a 5-minute walk of Royal Retreat Homestay.
lmk_0965,cty_590d4b7b,Shillong Cultural Craft Lane,bazaar,25.549871,91.943703,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0966,cty_590d4b7b,Shillong Botanical Leisure Garden,park,25.549207,91.951321,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0967,cty_ccb4fb74,Gangtok District Metro Link,transit_hub,27.294475,88.575666,Rapid transit access within a 5-minute walk of Palm Haveli Inn.
lmk_0968,cty_ccb4fb74,Gangtok Cultural Craft Lane,bazaar,27.294878,88.581504,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0969,cty_ccb4fb74,Gangtok Botanical Leisure Garden,park,27.288629,88.577065,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0970,cty_ccb4fb74,Gangtok District Metro Link,transit_hub,27.396757,88.612071,Rapid transit access within a 5-minute walk of Indigo Manor Suites.
lmk_0971,cty_ccb4fb74,Gangtok Cultural Craft Lane,bazaar,27.388193,88.602062,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0972,cty_ccb4fb74,Gangtok Botanical Leisure Garden,park,27.396638,88.621057,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0973,cty_ccb4fb74,Gangtok District Metro Link,transit_hub,27.363063,88.666255,Rapid transit access within a 5-minute walk of The Old Verandah Suites.
lmk_0974,cty_ccb4fb74,Gangtok Cultural Craft Lane,bazaar,27.374108,88.664062,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0975,cty_ccb4fb74,Gangtok Botanical Leisure Garden,park,27.370787,88.679221,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0976,cty_ccb4fb74,Gangtok District Metro Link,transit_hub,27.405172,88.598521,Rapid transit access within a 5-minute walk of Garden Bagh Resort.
lmk_0977,cty_ccb4fb74,Gangtok Cultural Craft Lane,bazaar,27.393313,88.594677,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0978,cty_ccb4fb74,Gangtok Botanical Leisure Garden,park,27.391021,88.594163,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0979,cty_ccb4fb74,Gangtok District Metro Link,transit_hub,27.270766,88.611471,Rapid transit access within a 5-minute walk of Amber Nest by the Lake.
lmk_0980,cty_ccb4fb74,Gangtok Cultural Craft Lane,bazaar,27.271658,88.615503,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0981,cty_ccb4fb74,Gangtok Botanical Leisure Garden,park,27.266066,88.609097,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0982,cty_a50bc5dd,Colombo District Metro Link,transit_hub,6.894493,79.905258,Rapid transit access within a 5-minute walk of Garden Ghat House Resort.
lmk_0983,cty_a50bc5dd,Colombo Cultural Craft Lane,bazaar,6.894991,79.909566,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0984,cty_a50bc5dd,Colombo Botanical Leisure Garden,park,6.907997,79.898514,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0985,cty_a50bc5dd,Colombo District Metro Link,transit_hub,6.905771,79.848364,Rapid transit access within a 5-minute walk of Casa Retreat Resort.
lmk_0986,cty_a50bc5dd,Colombo Cultural Craft Lane,bazaar,6.897207,79.839413,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0987,cty_a50bc5dd,Colombo Botanical Leisure Garden,park,6.905652,79.8564,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0988,cty_a50bc5dd,Colombo District Metro Link,transit_hub,6.897158,79.836696,Rapid transit access within a 5-minute walk of Lake Meadows Inn.
lmk_0989,cty_a50bc5dd,Colombo Cultural Craft Lane,bazaar,6.887472,79.837349,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0990,cty_a50bc5dd,Colombo Botanical Leisure Garden,park,6.885868,79.833984,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0991,cty_a50bc5dd,Colombo District Metro Link,transit_hub,6.902285,79.917198,Rapid transit access within a 5-minute walk of Heritage Haveli.
lmk_0992,cty_a50bc5dd,Colombo Cultural Craft Lane,bazaar,6.907432,79.922745,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0993,cty_a50bc5dd,Colombo Botanical Leisure Garden,park,6.901653,79.923792,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0994,cty_a50bc5dd,Colombo District Metro Link,transit_hub,6.907546,79.877934,Rapid transit access within a 5-minute walk of Heritage Nest Boutique Stay.
lmk_0995,cty_a50bc5dd,Colombo Cultural Craft Lane,bazaar,6.905936,79.870831,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0996,cty_a50bc5dd,Colombo Botanical Leisure Garden,park,6.911721,79.871837,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_0997,cty_009c9fd2,Kandy District Metro Link,transit_hub,7.302818,80.566241,Rapid transit access within a 5-minute walk of Hillview Niwas Resort.
lmk_0998,cty_009c9fd2,Kandy Cultural Craft Lane,bazaar,7.301776,80.577785,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_0999,cty_009c9fd2,Kandy Botanical Leisure Garden,park,7.315477,80.567198,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1000,cty_009c9fd2,Kandy District Metro Link,transit_hub,7.34616,80.680137,Rapid transit access within a 5-minute walk of Grand Mahal by the Lake.
lmk_1001,cty_009c9fd2,Kandy Cultural Craft Lane,bazaar,7.344653,80.673065,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1002,cty_009c9fd2,Kandy Botanical Leisure Garden,park,7.334881,80.688817,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1003,cty_009c9fd2,Kandy District Metro Link,transit_hub,7.282312,80.574463,Rapid transit access within a 5-minute walk of Garden Regency Inn.
lmk_1004,cty_009c9fd2,Kandy Cultural Craft Lane,bazaar,7.287135,80.584985,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1005,cty_009c9fd2,Kandy Botanical Leisure Garden,park,7.284629,80.586202,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1006,cty_009c9fd2,Kandy District Metro Link,transit_hub,7.299305,80.671351,Rapid transit access within a 5-minute walk of Garden Mahal Boutique Stay.
lmk_1007,cty_009c9fd2,Kandy Cultural Craft Lane,bazaar,7.292677,80.680823,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1008,cty_009c9fd2,Kandy Botanical Leisure Garden,park,7.289301,80.679282,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1009,cty_009c9fd2,Kandy District Metro Link,transit_hub,7.26351,80.646467,Rapid transit access within a 5-minute walk of Lake Courtyard Boutique Stay.
lmk_1010,cty_009c9fd2,Kandy Cultural Craft Lane,bazaar,7.260045,80.647612,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1011,cty_009c9fd2,Kandy Botanical Leisure Garden,park,7.277138,80.647694,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1012,cty_c0f2d9de,Kathmandu District Metro Link,transit_hub,27.744988,85.330443,Rapid transit access within a 5-minute walk of Hotel Orchard Resort.
lmk_1013,cty_c0f2d9de,Kathmandu Cultural Craft Lane,bazaar,27.733129,85.326587,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1014,cty_c0f2d9de,Kathmandu Botanical Leisure Garden,park,27.730836,85.326071,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1015,cty_c0f2d9de,Kathmandu District Metro Link,transit_hub,27.706822,85.351157,Rapid transit access within a 5-minute walk of The Sanctuary Heritage.
lmk_1016,cty_c0f2d9de,Kathmandu Cultural Craft Lane,bazaar,27.714489,85.341227,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1017,cty_c0f2d9de,Kathmandu Botanical Leisure Garden,park,27.725361,85.355077,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1018,cty_c0f2d9de,Kathmandu District Metro Link,transit_hub,27.786337,85.279049,Rapid transit access within a 5-minute walk of Casa Meadows Inn.
lmk_1019,cty_c0f2d9de,Kathmandu Cultural Craft Lane,bazaar,27.784632,85.27075,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1020,cty_c0f2d9de,Kathmandu Botanical Leisure Garden,park,27.771084,85.28305,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1021,cty_c0f2d9de,Kathmandu District Metro Link,transit_hub,27.751905,85.354123,Rapid transit access within a 5-minute walk of Indigo Vihar Inn.
lmk_1022,cty_c0f2d9de,Kathmandu Cultural Craft Lane,bazaar,27.754582,85.346782,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1023,cty_c0f2d9de,Kathmandu Botanical Leisure Garden,park,27.767249,85.349805,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1024,cty_c0f2d9de,Kathmandu District Metro Link,transit_hub,27.675976,85.374188,Rapid transit access within a 5-minute walk of Indigo Courtyard by the Lake.
lmk_1025,cty_c0f2d9de,Kathmandu Cultural Craft Lane,bazaar,27.663998,85.377546,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1026,cty_c0f2d9de,Kathmandu Botanical Leisure Garden,park,27.681747,85.378787,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1027,cty_95d040d8,Pokhara District Metro Link,transit_hub,28.207408,83.99502,Rapid transit access within a 5-minute walk of Grand Orchard Resort.
lmk_1028,cty_95d040d8,Pokhara Cultural Craft Lane,bazaar,28.214321,83.982807,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1029,cty_95d040d8,Pokhara Botanical Leisure Garden,park,28.212437,83.977655,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1030,cty_95d040d8,Pokhara District Metro Link,transit_hub,28.206631,84.009506,Rapid transit access within a 5-minute walk of Villa Courtyard.
lmk_1031,cty_95d040d8,Pokhara Cultural Craft Lane,bazaar,28.197986,84.001503,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1032,cty_95d040d8,Pokhara Botanical Leisure Garden,park,28.195309,83.999176,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1033,cty_95d040d8,Pokhara District Metro Link,transit_hub,28.168356,83.945559,Rapid transit access within a 5-minute walk of Villa Verandah Resort .
lmk_1034,cty_95d040d8,Pokhara Cultural Craft Lane,bazaar,28.168025,83.948465,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1035,cty_95d040d8,Pokhara Botanical Leisure Garden,park,28.171073,83.929385,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1036,cty_95d040d8,Pokhara District Metro Link,transit_hub,28.201433,84.043397,Rapid transit access within a 5-minute walk of Casa Niwas & Spa.
lmk_1037,cty_95d040d8,Pokhara Cultural Craft Lane,bazaar,28.194091,84.045332,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1038,cty_95d040d8,Pokhara Botanical Leisure Garden,park,28.19608,84.039063,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1039,cty_95d040d8,Pokhara District Metro Link,transit_hub,28.267679,83.997903,Rapid transit access within a 5-minute walk of Amber Regency Resort.
lmk_1040,cty_95d040d8,Pokhara Cultural Craft Lane,bazaar,28.26703,83.986905,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1041,cty_95d040d8,Pokhara Botanical Leisure Garden,park,28.257747,84.003429,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1042,cty_79cbc59b,Thimphu District Metro Link,transit_hub,27.51594,89.611628,Rapid transit access within a 5-minute walk of Casa Sarovar Homestay.
lmk_1043,cty_79cbc59b,Thimphu Cultural Craft Lane,bazaar,27.511653,89.605352,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1044,cty_79cbc59b,Thimphu Botanical Leisure Garden,park,27.520228,89.593277,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1045,cty_79cbc59b,Thimphu District Metro Link,transit_hub,27.462114,89.561183,Rapid transit access within a 5-minute walk of Villa Residency.
lmk_1046,cty_79cbc59b,Thimphu Cultural Craft Lane,bazaar,27.454772,89.563105,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1047,cty_79cbc59b,Thimphu Botanical Leisure Garden,park,27.456761,89.55688,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1048,cty_79cbc59b,Thimphu District Metro Link,transit_hub,27.433381,89.687456,Rapid transit access within a 5-minute walk of Palm Sarovar by the Lake.
lmk_1049,cty_79cbc59b,Thimphu Cultural Craft Lane,bazaar,27.427518,89.674649,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1050,cty_79cbc59b,Thimphu Botanical Leisure Garden,park,27.42342,89.674774,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1051,cty_79cbc59b,Thimphu District Metro Link,transit_hub,27.424283,89.705884,Rapid transit access within a 5-minute walk of Royal Meadows by the Lake.
lmk_1052,cty_79cbc59b,Thimphu Cultural Craft Lane,bazaar,27.427239,89.690315,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1053,cty_79cbc59b,Thimphu Botanical Leisure Garden,park,27.424029,89.687444,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1054,cty_79cbc59b,Thimphu District Metro Link,transit_hub,27.48397,89.705028,Rapid transit access within a 5-minute walk of Hillview Meadows Inn.
lmk_1055,cty_79cbc59b,Thimphu Cultural Craft Lane,bazaar,27.487519,89.706177,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1056,cty_79cbc59b,Thimphu Botanical Leisure Garden,park,27.480197,89.707299,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1057,cty_9aa02925,Male District Metro Link,transit_hub,4.205625,73.526109,Rapid transit access within a 5-minute walk of Palm Residency by the Lake.
lmk_1058,cty_9aa02925,Male Cultural Craft Lane,bazaar,4.20338,73.530816,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1059,cty_9aa02925,Male Botanical Leisure Garden,park,4.220432,73.524976,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1060,cty_9aa02925,Male District Metro Link,transit_hub,4.162925,73.495298,Rapid transit access within a 5-minute walk of Hillview Manor Suites.
lmk_1061,cty_9aa02925,Male Cultural Craft Lane,bazaar,4.165056,73.488368,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1062,cty_9aa02925,Male Botanical Leisure Garden,park,4.147528,73.494069,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1063,cty_9aa02925,Male District Metro Link,transit_hub,4.141222,73.492689,Rapid transit access within a 5-minute walk of Casa Manor Suites.
lmk_1064,cty_9aa02925,Male Cultural Craft Lane,bazaar,4.148251,73.493992,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1065,cty_9aa02925,Male Botanical Leisure Garden,park,4.143855,73.507022,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1066,cty_9aa02925,Male District Metro Link,transit_hub,4.139833,73.476057,Rapid transit access within a 5-minute walk of Hillview Regency by the Lake.
lmk_1067,cty_9aa02925,Male Cultural Craft Lane,bazaar,4.135386,73.474105,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1068,cty_9aa02925,Male Botanical Leisure Garden,park,4.142296,73.466574,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1069,cty_9aa02925,Male District Metro Link,transit_hub,4.202419,73.491893,Rapid transit access within a 5-minute walk of Hotel Niwas Inn.
lmk_1070,cty_9aa02925,Male Cultural Craft Lane,bazaar,4.203555,73.495368,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1071,cty_9aa02925,Male Botanical Leisure Garden,park,4.192911,73.49763,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1072,cty_7b89639e,Dubai District Metro Link,transit_hub,25.19046,55.281318,Rapid transit access within a 5-minute walk of Garden Ghat House & Spa.
lmk_1073,cty_7b89639e,Dubai Cultural Craft Lane,bazaar,25.194043,55.280332,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1074,cty_7b89639e,Dubai Botanical Leisure Garden,park,25.185496,55.264073,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1075,cty_7b89639e,Dubai District Metro Link,transit_hub,25.145594,55.292523,Rapid transit access within a 5-minute walk of Casa Vihar Suites.
lmk_1076,cty_7b89639e,Dubai Cultural Craft Lane,bazaar,25.1462,55.278409,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1077,cty_7b89639e,Dubai Botanical Leisure Garden,park,25.148248,55.298026,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1078,cty_7b89639e,Dubai District Metro Link,transit_hub,25.229875,55.237078,Rapid transit access within a 5-minute walk of Indigo Residency Boutique Stay.
lmk_1079,cty_7b89639e,Dubai Cultural Craft Lane,bazaar,25.21848,55.229533,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1080,cty_7b89639e,Dubai Botanical Leisure Garden,park,25.214511,55.236887,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1081,cty_7b89639e,Dubai District Metro Link,transit_hub,25.1438,55.300096,Rapid transit access within a 5-minute walk of Indigo Orchard & Spa.
lmk_1082,cty_7b89639e,Dubai Cultural Craft Lane,bazaar,25.14541,55.307886,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1083,cty_7b89639e,Dubai Botanical Leisure Garden,park,25.140509,55.306098,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1084,cty_7b89639e,Dubai District Metro Link,transit_hub,25.162122,55.281876,Rapid transit access within a 5-minute walk of Amber Ghat House Heritage.
lmk_1085,cty_7b89639e,Dubai Cultural Craft Lane,bazaar,25.168667,55.27258,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1086,cty_7b89639e,Dubai Botanical Leisure Garden,park,25.163047,55.268148,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1087,cty_1ced6ede,Abu Dhabi District Metro Link,transit_hub,24.495075,54.360065,Rapid transit access within a 5-minute walk of Casa Retreat by the Lake.
lmk_1088,cty_1ced6ede,Abu Dhabi Cultural Craft Lane,bazaar,24.504993,54.365205,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1089,cty_1ced6ede,Abu Dhabi Botanical Leisure Garden,park,24.494806,54.37931,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1090,cty_1ced6ede,Abu Dhabi District Metro Link,transit_hub,24.50912,54.321247,Rapid transit access within a 5-minute walk of Lake Courtyard & Spa.
lmk_1091,cty_1ced6ede,Abu Dhabi Cultural Craft Lane,bazaar,24.507067,54.319524,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1092,cty_1ced6ede,Abu Dhabi Botanical Leisure Garden,park,24.520108,54.331668,Serene botanical enclave featuring lush shaded avenues and floral displays.
lmk_1093,cty_1ced6ede,Abu Dhabi District Metro Link,transit_hub,24.488287,54.346358,Rapid transit access within a 5-minute walk of Riverside Bungalow Suites.
lmk_1094,cty_1ced6ede,Abu Dhabi Cultural Craft Lane,bazaar,24.494392,54.34269,Vibrant pedestrian lane showcasing handmade regional goods and tea shops.
lmk_1095,cty_1ced6ede,Abu Dhabi Botanical Leisure Garden,park,24.480775,54.349033,Serene botanical enclave featuring lush shaded avenues and floral displays.
